Mod:Item:MetaData, Localized Name
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Pigiron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ardite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manyullyn
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Knightslime
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Zinc
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Plant Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
extracells:pattern.fluid:0, ME Fluid Pattern: Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Constantan
extracells:pattern.fluid:0, ME Fluid Pattern: Evil Infused Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Enchanted Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Demon Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biomass
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Glass
extracells:pattern.fluid:0, ME Fluid Pattern: Honey
extracells:pattern.fluid:0, ME Fluid Pattern: Crushed Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Fruit Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Short Mead
extracells:pattern.fluid:0, ME Fluid Pattern: Mutagen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid DNA
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Aluminium
extracells:pattern.fluid:0, ME Fluid Pattern: Americium
extracells:pattern.fluid:0, ME Fluid Pattern: Antimony
extracells:pattern.fluid:0, ME Fluid Pattern: Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Argon Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Arsenic
extracells:pattern.fluid:0, ME Fluid Pattern: Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Cerium
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Chrome
extracells:pattern.fluid:0, ME Fluid Pattern: Darmstadtium
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Europium
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorine
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Helium Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Indium
extracells:pattern.fluid:0, ME Fluid Pattern: Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Iron Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Krypton
extracells:pattern.fluid:0, ME Fluid Pattern: Lanthanum
extracells:pattern.fluid:0, ME Fluid Pattern: Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Lutetium
extracells:pattern.fluid:0, ME Fluid Pattern: Magnesium
extracells:pattern.fluid:0, ME Fluid Pattern: Manganese
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury
extracells:pattern.fluid:0, ME Fluid Pattern: Molybdenum
extracells:pattern.fluid:0, ME Fluid Pattern: Neodymium
extracells:pattern.fluid:0, ME Fluid Pattern: Neon
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Osmium
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Palladium
extracells:pattern.fluid:0, ME Fluid Pattern: Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 239
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 241
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Radon
extracells:pattern.fluid:0, ME Fluid Pattern: Rhodium
extracells:pattern.fluid:0, ME Fluid Pattern: Ruthenium
extracells:pattern.fluid:0, ME Fluid Pattern: Samarium
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon
extracells:pattern.fluid:0, ME Fluid Pattern: Tantalum
extracells:pattern.fluid:0, ME Fluid Pattern: Thorium
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Tungsten
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium 235
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium
extracells:pattern.fluid:0, ME Fluid Pattern: Xenon
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadria
extracells:pattern.fluid:0, ME Fluid Pattern: Neutronium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritanium
extracells:pattern.fluid:0, ME Fluid Pattern: Duranium
extracells:pattern.fluid:0, ME Fluid Pattern: Trinium
extracells:pattern.fluid:0, ME Fluid Pattern: Annealed Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Battery Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Cupronickel
extracells:pattern.fluid:0, ME Fluid Pattern: Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Kanthal
extracells:pattern.fluid:0, ME Fluid Pattern: Magnalium
extracells:pattern.fluid:0, ME Fluid Pattern: Nichrome
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium Nitride
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium-Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Sterling Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Rose Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Black Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Ruridit
extracells:pattern.fluid:0, ME Fluid Pattern: Soldering Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Stainless Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Tin Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Ultimet
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium-Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Wrought Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium Barium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Osmiridium
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Gallium Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Zinc Ferrite
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Persulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Tungstencarbide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium Tetrachloride
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hypochlorous Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Ammonia
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Iron III Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Depleted Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrous Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Water
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Manganese Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Magnesium Diboride
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury Barium Calcium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Triplatinum
extracells:pattern.fluid:0, ME Fluid Pattern: Samarium Iron Arsenic Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Tin Barium Titanium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Rhodium Dinaquadide
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah Trinium Europium Duranide
extracells:pattern.fluid:0, ME Fluid Pattern: Ruthenium Trinium Americium Neutronate
extracells:pattern.fluid:0, ME Fluid Pattern: Rhodium Sulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Fluoroantimonic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Silicone Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene-Butadiene Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Fiber-Reinforced Epoxy Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Chloride (PVC)
extracells:pattern.fluid:0, ME Fluid Pattern: Polyphenylene Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Glyceryl Trinitrate
extracells:pattern.fluid:0, ME Fluid Pattern: Polybenzimidazole (PBI)
extracells:pattern.fluid:0, ME Fluid Pattern: Polyethylene (PE)
extracells:pattern.fluid:0, ME Fluid Pattern: Epoxy Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Polycaprolactam
extracells:pattern.fluid:0, ME Fluid Pattern: Polytetrafluoroethylene (PTFE)
extracells:pattern.fluid:0, ME Fluid Pattern: Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Epichlorohydrin
extracells:pattern.fluid:0, ME Fluid Pattern: Monochloramine
extracells:pattern.fluid:0, ME Fluid Pattern: Chloroform
extracells:pattern.fluid:0, ME Fluid Pattern: Cumene
extracells:pattern.fluid:0, ME Fluid Pattern: Tetrafluoroethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Chloromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Allyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Isoprene
extracells:pattern.fluid:0, ME Fluid Pattern: Propane
extracells:pattern.fluid:0, ME Fluid Pattern: Propene
extracells:pattern.fluid:0, ME Fluid Pattern: Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Butene
extracells:pattern.fluid:0, ME Fluid Pattern: Butane
extracells:pattern.fluid:0, ME Fluid Pattern: Dissolved Calcium Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Vinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Methyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Ethenone
extracells:pattern.fluid:0, ME Fluid Pattern: Tetranitromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethylamine
extracells:pattern.fluid:0, ME Fluid Pattern: 1,1-Dimethylhydrazine
extracells:pattern.fluid:0, ME Fluid Pattern: Dinitrogen Tetroxide
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethyldichlorosilane
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene
extracells:pattern.fluid:0, ME Fluid Pattern: Butadiene
extracells:pattern.fluid:0, ME Fluid Pattern: Dichlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Acetic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phenol
extracells:pattern.fluid:0, ME Fluid Pattern: Bisphenol A
extracells:pattern.fluid:0, ME Fluid Pattern: Vinyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Benzene
extracells:pattern.fluid:0, ME Fluid Pattern: Acetone
extracells:pattern.fluid:0, ME Fluid Pattern: Glycerol
extracells:pattern.fluid:0, ME Fluid Pattern: Methanol
extracells:pattern.fluid:0, ME Fluid Pattern: Toluene
extracells:pattern.fluid:0, ME Fluid Pattern: Diphenyl Isophthalate
extracells:pattern.fluid:0, ME Fluid Pattern: Phthalic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethylbenzene
extracells:pattern.fluid:0, ME Fluid Pattern: 3,3-Diaminobenzidine
extracells:pattern.fluid:0, ME Fluid Pattern: 3,3-Dichlorobenzidine
extracells:pattern.fluid:0, ME Fluid Pattern: 2-Nitrochlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Octane
extracells:pattern.fluid:0, ME Fluid Pattern: Ethyl Tert-Butyl Ether
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylbenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Naphthalene
extracells:pattern.fluid:0, ME Fluid Pattern: Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Cyclohexane
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrosyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Butyraldehyde
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Butyral
extracells:pattern.fluid:0, ME Fluid Pattern: Wood Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Wood Vinegar
extracells:pattern.fluid:0, ME Fluid Pattern: Wood Tar
extracells:pattern.fluid:0, ME Fluid Pattern: Charcoal Byproducts
extracells:pattern.fluid:0, ME Fluid Pattern: Bio Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Biomass
extracells:pattern.fluid:0, ME Fluid Pattern: Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Glue
extracells:pattern.fluid:0, ME Fluid Pattern: Lubricant
extracells:pattern.fluid:0, ME Fluid Pattern: McGuffium 239
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Concentrate
extracells:pattern.fluid:0, ME Fluid Pattern: Drilling Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Construction Foam
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Heavy Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Light Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Refinery Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethylene
